community_name,plate,site,age,building_density,building_type,house_count,building_count,green_rate,avr_price,develop_company,lat,lng,address,community_id,growth
新华路669弄,新华路,新华路,34,2.7,Null,188,11,22,68743,上海新长宁集团有限公司,31.2111,121.427,{新华路669弄},5011000006809,0.282278593925
莘庄商务楼,莘庄,莘庄,Null,0,Null,9,2,0,19818,暂无信息,31.1157,121.365,{中春路99号},5011102206938,0.282259696057
宝莲湖景园,月浦,月浦,11,1.8,Null,597,22,50,29148,上海月浦房地产开发有限责任公司,31.4123,121.436,{绥化路260弄},5011000004735,0.460652380604
延安西路394弄,静安寺,静安寺,28,0,Null,12,5,0,47536,暂无信息,31.2252,121.445,{延安西路394弄},5011000007530,0.282260485169
肇嘉浜路107弄,斜土路,斜土路,35,0,Null,54,3,0,52929,暂无信息,31.2091,121.472,{肇嘉浜路107弄},5011000000083,0.282264873957
北大街31弄,北新泾,北新泾,Null,0,板楼,24,2,0,Null,Null,31.2242,121.381,{北大街31弄},5010592198864683,Null
四牌楼路29号,豫园,豫园,Null,0,Null,3,2,0,Null,暂无信息,31.2305,121.502,{四牌楼路29号},5011000000292,Null
天际花园,徐家汇,徐家汇,18,3.2,Null,659,22,35,94454,上海市徐汇区建设投资开发有限公司,31.1977,121.451,{南丹东路99弄},5011000015036,0.434260390393
新扬雅苑,桃浦,桃浦,8,1.6,Null,244,8,35,23524,上海新杨工业园区经济发展(集团)有限公司,31.2904,121.352,{真南路3407弄},5011000001083,0.282231222681
通河七村,通河,通河,21,1.7,Null,1196,55,25,36588,呼玛开发集团,31.3362,121.459,{通河七村},5011000000486,0.278900191618
南大路106弄,大场镇,大场镇,26,0,Null,96,5,0,32622,暂无信息,31.3057,121.411,{南大路106弄},5011000019296,0.282248328213
金信公寓,中原,中原,19,1.8,Null,187,14,35,51182,上海五角场房地产开发公司,31.3155,121.524,{政府路61弄},5011000002779,0.368818852897
航建大楼,斜土路,斜土路,34,0,Null,360,15,20,62620,上海浚普置业公司,31.2014,121.47,{大木桥路485弄},5011000003906,0.240080603651
天宝路849弄,临平路,临平路,19,0,Null,30,3,0,44621,曲阳房地产开发有限公司,31.276,121.507,{天宝路849弄},5011000003633,0.282272727273
合生时代锦苑（公寓）,三林,三林,5,0,Null,368,8,0,75363,暂无信息,31.1603,121.496,{西营南路518弄},5011000002727,0.282284462525
中港新村,海湾,海湾,33,0,Null,913,32,0,7507,暂无信息,30.864,121.742,{五四农场中港二村},5011000001270,0.315992789081
晶钻博华（公寓）,鲁迅公园,鲁迅公园,11,0,Null,58,5,0,40837,上海华能咏城房地产发展公司,31.2735,121.49,{甜爱路128弄1-4号},5011000015268,0.282264887544
中友大厦,真如,真如,17,0,Null,101,2,0,13296,暂无信息,31.2517,121.415,{曹杨路1040弄1号},5011000015225,0.282252771619
盈湖三岛（别墅）,盈浦,盈浦,12,0,Null,165,166,0,24849,暂无信息,31.1669,121.113,{盈港路899弄},5011000002351,0.282279916669
新市南路1137弄,江湾镇,江湾镇,34,3.2,Null,96,5,21,Null,虹房集团,31.3037,121.487,{新市南路1137弄},5011000018954,Null
淮海中路1950弄,镇宁路,镇宁路,76,0,Null,13,3,0,Null,暂无信息,31.2103,121.444,{淮海中路1950弄},5011000005289,Null
云台路255弄,世博,世博,24,0,Null,54,6,0,48867,暂无信息,31.1802,121.511,{云台路255弄},5011000005336,0.282304906094
欧韵艺墅（公寓）,安亭,安亭,9,0.8,Null,88,4,35,21058,上海紫翔房地产开发有限公司,31.3057,121.16,{新源路788弄},5011000004626,0.282303134835
安丰小区,不夜城,不夜城,20,1.96,Null,409,16,48,64851,上海华新房地产开发公司,31.2452,121.463,{长安路550弄},5011000017197,0.403954187171
丽都国际,城南,城南,Null,2,Null,130,8,35,12304,暂无信息,31.2595,120.64,{石湖东路100-12号},2311053275827,0.497950888321
医贸大厦,金桥,金桥,19,0,Null,301,2,0,14261,医贸大厦,31.2587,121.596,{金桥路1399号},5011000011242,0.282302743645
肇嘉浜路687弄,徐家汇,徐家汇,28,1,板楼,19,15,5,Null,上海公房开发商,31.2059,121.458,{肇嘉浜路687弄},5011000010360,Null
协诚中心大厦,不夜城,不夜城,20,2.5,板楼,156,2,38,30631,上海协顺房产有限公司,31.2617,121.465,{大统路958弄},5011000017101,0.413627295082
新建西路101弄,南桥,南桥,Null,0,Null,4,3,0,18557,暂无信息,30.9221,121.459,{新建西路101弄},509821540057808,0.282297319624
绿波苑,泗泾,泗泾,13,2,Null,840,57,49,23702,泗泾政府,31.1139,121.278,{江川南路25弄},5011000011996,0.0657271092895
合生滨江苑,周家嘴路,周家嘴路,Null,0,Null,0,1,0,29104,暂无信息,31.2808,121.55,{杨树浦路隆昌路},5011102208755,0.0236785245648
明珠花苑（崇明）,长兴岛,崇明新城,12,0,Null,2481,210,0,Null,暂无信息,31.6442,121.419,{育麟桥路188弄},5011000003791,Null
浦江智汇园,浦江,浦江,6,1.36,Null,923,22,40,40368,鹏欣集团,31.083,121.527,{联航路1399弄},5011000014444,0.462818330551
南汇路22弄,南京西路,南京西路,86,0,Null,5,8,0,79141,暂无信息,31.2357,121.464,{南汇路22弄},5011000010903,0.282293200145
府村苑,真如,真如,21,1.9,Null,196,15,23,46133,上海明捷置业有限公司,31.2617,121.424,{府村路115弄},5011000011220,0.346765862927
新昌路315弄,人民广场,人民广场,Null,1,Null,2,2,1,Null,暂无信息,31.2421,121.474,{新昌路315弄},5011000005573,Null
西郊紫薇花园,仙霞,仙霞,2,1.56,板楼,508,33,35,87823,暂无信息,31.2148,121.39,{威宁路123弄},5011000002311,0.282257782982
华宛小区,南桥,南桥,Null,0,板楼,21,12,0,16949,暂无信息,30.9145,121.465,{秀龙路178弄},5011102207011,0.282370621878
锦蝶苑,徐家汇,徐家汇,17,1.2,Null,222,7,30,66481,上海立大房地产开发有限公司,31.199,121.458,{斜土路2096弄},5011000015667,0.163751106098
东航小区,龙华,龙华,61,0.2,Null,389,46,30,52271,暂无信息,31.1877,121.459,{龙华路2381弄1-27号},5011000012518,0.290669408488
四平路421弄,鲁迅公园,鲁迅公园,31,2.9,Null,205,13,7,47719,暂无信息,31.2738,121.499,{四平路421弄},5011000004363,0.282275840936
昌七小区,世博,世博,22,2,Null,2955,196,28,52045,上南众开开发集团,31.1808,121.522,"{成山路963弄,成山路1035弄,南码头路1621弄,南码头路1675弄,南码头路1521弄}",5011000011349,0.386324028011
华阴路152弄,甘泉宜川,甘泉宜川,19,1.3,Null,50,4,20,31963,宜川社区,31.2665,121.451,{华阴路152弄},5011000006021,0.282278980708
华通花园六区,通安,通安,Null,0,板楼/平房,414,4,0,10209,Null,31.3883,120.475,{真北路与金华路交汇处西北角},2310678051548689,0.161262608585
南车站路67弄,蓬莱公园,蓬莱公园,Null,2,Null,4,3,10,49571,上海,31.217,121.497,{南车站路67弄},5011000002856,0.282290140255
建国西路382号,建国西路,建国西路,68,0,板楼,9,2,0,100504,暂无信息,31.2105,121.462,{建国西路382号},5011000009890,0.282266145099
东方雅苑,镇宁路,镇宁路,16,5.3,Null,268,3,30,73994,上海东展房地产有限公司,31.2207,121.445,{镇宁路9号2-3幢},5011000018107,0.189832664964
碧云新天地（三期）,金桥,金桥,6,1.66,Null,528,28,36,68319,金桥出口加工区房产发展有限公司,31.2655,121.597,{长岛路1066弄},5011102208411,0.282270578346
朱行四村,梅陇,梅陇,23,0.7,Null,755,64,30,37389,天大房产开发公司,31.1284,121.428,{莘朱路1924弄},5011000005706,0.291028432499
静安均泰丽轩,曹家渡,曹家渡,7,5,Null,345,7,30,72025,上海置安房地产发展有限公司,31.2397,121.44,{余姚路566弄},5011000012772,0.282285448586
申通公寓,周家嘴路,周家嘴路,20,1.9,Null,630,6,35,53414,上海凯晨房地产有限公司,31.2733,121.534,{长阳路1315弄},5011000015733,0.262096958386
北京东路220弄,南京东路,南京东路,21,0,Null,1,2,0,82793,暂无信息,31.2465,121.493,{北京东路220弄},5011000007183,0.282281358423
工农四村五街坊,中原,中原,20,1.56,Null,445,25,38,44087,上海中星（集团）有限公司,31.3296,121.547,"{工农四村105-121号,工农四村125-127号,工农四村130-133号}",5011000012054,0.141983016983
北城壕路153弄,川沙,川沙,21,0,Null,48,5,0,29762,暂无信息,31.2039,121.707,{北城壕路153弄},5011000020133,0.282271835813
舒馨北苑,川沙,川沙,9,1.9,Null,1064,83,38,37276,浦东房地产开发有限公司,31.1972,121.674,{新德西路508弄},5011000006713,0.283623444026
虹华大楼,凉城,凉城,20,3.2,Null,107,2,20,55796,江城物业,31.2929,121.479,{广灵四路341弄1号},5011000018272,0.361088763744
汇宁花园,徐家汇,徐家汇,9,5.6,Null,287,4,30,69623,上海汇宁花园房产发展有限公司,31.207,121.438,{淮海西路183弄},5011000017898,0.339063764941
象屿集团大厦,人民广场,人民广场,Null,4,Null,19,2,52,33654,象屿集团,31.2451,121.478,{南苏州路999号},5011000013947,-0.00743130603545
妙境路627弄,川沙,川沙,21,0,Null,24,4,0,21069,川沙房地产开发有限公司,31.1955,121.698,{妙境路627弄},5011102207566,0.282213876747
乐都路59号,松江老城,松江老城,Null,0,Null,2,3,0,Null,暂无信息,31.0194,121.246,{乐都路59号},509821540057976,Null
海伦路69弄5号,临平路,临平路,Null,0,Null,2,2,0,Null,暂无信息,31.261,121.502,{海伦路69弄5号},5011000002531,Null
南溪公寓,徐家汇,徐家汇,18,1.2,Null,290,4,30,61621,上海前晋企业发展有限公司,31.194,121.445,{天钥桥路380弄36-38号},5011000015887,0.384510048236
马泾桥四村,月浦,月浦,38,0,Null,406,25,0,19012,暂无信息,31.4249,121.42,{马泾桥四村},5011000001534,0.349968759763
延平路482弄,曹家渡,曹家渡,39,3.1,Null,149,7,10,44284,静安地产集团,31.241,121.443,{延平路482弄},5011000007326,Null
银山路187弄,金杨,金杨,19,2.5,Null,24,3,5,55597,锦和集团,31.2485,121.584,{银山路187弄},5011000020321,0.282258919747
城中东路311号,夏阳,夏阳,19,0,Null,66,2,0,15641,暂无信息,31.1522,121.126,{城中东路311号},5011000020083,0.282272048734
中山润园,武宁,普陀武宁,Null,0,Null,374,11,0,Null,暂无信息,0,0,{凯旋北路1888号},5011000001517,Null
东体育会路77号,鲁迅公园,鲁迅公园,30,0,Null,30,2,0,54921,暂无信息,31.2798,121.488,{东体育会路77号},5011063202553,0.282253822321
永定路70弄,武宁,武宁,Null,0,Null,2,3,0,Null,暂无信息,31.2471,121.43,{永定路70弄},5011000002655,Null
文粤家园,凉城,凉城,19,3.6,Null,144,11,35,32614,上海住宅公司,31.3012,121.473,{广粤路617弄},5011000004364,0.121684658193
上海银行大厦,陆家嘴,陆家嘴,9,0,Null,211,2,0,70685,暂无信息,31.2452,121.51,{银城中路168号},5011000013696,0.156298724027
司前街31号,南门,南门,Null,0,Null,6,2,0,23525,暂无信息,31.304,120.624,{司前街31号},239821887922916,0.275152787333
华林路777弄,七宝,七宝,Null,0,Null,112,7,0,Null,暂无信息,31.151,121.359,{华林路777弄},5011102207389,Null
金地格林世界（圣莫尼卡）,南翔,南翔,9,1,Null,254,10,0,39236,金地集团,31.3095,121.328,{栖林路178弄},5011000014364,0.282275296854
长沙路169号,人民广场,人民广场,26,2,Null,2,2,40,Null,上海建工,31.2437,121.478,{长沙路169号},5011000010702,Null
大通路139弄,崇明新城,堡镇,11,0,Null,578,56,0,Null,暂无信息,31.5495,121.629,{大通路139弄},5011000001364,Null
金中苑,世博滨江,世博滨江,19,2,Null,438,8,25,65578,金山开发公司,31.2079,121.498,{中山南路1887弄},5011000015553,0.462775145317
常德路958弄,江宁路,江宁路,28,3.7,Null,48,3,20,68158,静安置业,31.2422,121.448,{常德路958弄},5011000006438,0.282293099421
中虹花园丽都苑,凉城,凉城,14,1.8,Null,544,23,40,66987,中虹企业股份有限公司,31.292,121.476,{凉城路357弄},5011000016943,0.469572940922
溢盈河畔别墅,桃浦,桃浦,23,0,Null,43,44,40,30520,上海亚东建设开发有限公司,31.2993,121.345,{真南路3717号},5011000017064,0.4542585105
心园西苑,川沙,川沙,4,0,Null,2276,39,0,35297,上海心圆房地产开发有限公司,31.1791,121.698,{华夏二路1500弄},5011000009000,0.2822685179
华发公馆（loft）,周家嘴路,杨浦周家嘴路,Null,0,Null,0,1,0,Null,暂无信息,Null,Null,{隆昌路地铁站上盖},509821540057926,Null
五原路256号,衡山路,衡山路,18,0,Null,3,3,0,104398,暂无信息,31.2202,121.449,{五原路256号},5011000015514,0.282269541998
中环商务大厦,长寿路,长寿路,20,6,Null,81,2,25,21715,上海中环集团,31.2468,121.443,{长寿路468弄},5011000015220,-0.0254816787236
环镇北路500弄,大场镇,大场镇,21,1.8,Null,599,46,45,34870,乾溪置业,31.3137,121.413,{环镇北路500弄},5011000006741,0.282284191517
前哨路231弄,合庆,合庆,19,2.3,Null,225,22,30,21406,上海安都房地产发展有限公司,31.2449,121.729,{前哨路231弄},5011000005655,0.282279833849
襄阳南路349号,建国西路,建国西路,86,0,Null,2,2,0,Null,暂无信息,31.2142,121.465,{襄阳南路349号},5011000003446,Null
佘山3号,佘山,佘山,9,0.4,Null,287,288,50,38032,上海亚萌置业有限公司,31.1195,121.206,{泗陈公路4388弄},5011000015488,0.0271742697735
枫桥丽舍,九亭,九亭,10,1.2,Null,462,19,60,30601,上海赢华房地产开发有限公司,31.131,121.328,{九新公路333弄},5011000003364,0.30974101777
奉贤路195号,南京西路,南京西路,31,0,Null,20,2,0,63294,暂无信息,31.2365,121.465,{奉贤路195号},5011000007911,0.282279294637
星尚湾名邸,华新,华新,3,1.8,板楼,1972,37,40,24242,暂无信息,31.2261,121.233,{新凤中路899弄},5011000000628,0.282227270295
四牌楼路147号,豫园,豫园,29,0,Null,22,2,0,Null,暂无信息,31.2286,121.502,{四牌楼路147号},5011000007565,Null
中山翰林苑（公寓）,凉城,凉城,Null,0,Null,0,1,0,49295,暂无信息,31.2865,121.488,{中山北一路411号},5011000019381,0.282293503144
山乐邨,曹家渡,曹家渡,78,0,Null,36,36,0,179487,暂无信息,31.2321,121.446,{万航渡路269弄},5011000010475,Null
国贸公寓（商住）,华漕,闵行华漕,Null,0,Null,0,1,0,Null,暂无信息,31.2204,121.315,{北翟路3398号},5011000019096,Null
万科时一区（三期）,华漕,华漕,Null,0,Null,242,12,0,70736,上海万树置业有限公司,31.2094,121.317,{兴虹路368弄},5011102207634,0.282264450383
长桥街89弄,松江老城,松江老城,20,0,Null,36,4,0,22901,暂无信息,31.0121,121.238,{长桥街89弄},5011000008713,0.282320228624
华山路421弄,静安寺,静安寺,86,1.7,Null,27,44,35,101108,上海海富置业有限公司,31.2237,121.451,{华山路421弄},5011000009342,0.282272097482
月浦四村,月浦,月浦,34,0,Null,877,43,0,24560,暂无信息,31.4237,121.43,{月浦四村},5011000000636,0.265216319253
凯迪迪美逊（住宅）,世博滨江,黄浦世博滨江,Null,0,Null,0,1,0,Null,暂无信息,0,0,{卢湾龙华东路809号（近打浦路）},509821540319405,Null
斜土支路5号,五里桥,五里桥,42,2,Null,25,2,30,68487,暂无信息,31.2118,121.491,{斜土支路5号},5011000004674,0.282278073448
五原路205弄,衡山路,衡山路,Null,1.8,Null,7,7,40,127780,徐房集团,31.2186,121.451,{五原路205弄},5011000011693,0.282267605504
黄兴路1061号,控江路,控江路,30,0,Null,15,2,0,44303,暂无信息,31.2872,121.53,{黄兴路1061号},5011000004786,0.282285303629
圣和圣广场（商住）,西藏北路,西藏北路,Null,0,Null,9,7,0,55430,暂无信息,31.2524,121.488,{河南北路233号},5011102208309,0.282268546982
金桥横街小区,金桥,金桥,21,0,Null,240,21,0,52889,暂无信息,31.2593,121.597,{金桥镇横街201-220号},5011000001068,0.257236106216
龙柏山庄,西郊,西郊,21,0.6,Null,35,36,48,49956,置地集团上海有限公司,31.2018,121.364,{虹桥路2489弄188号},5011000016969,0.439862325934
仁恒河滨城（一期）,联洋,联洋,11,2.3,Null,1633,27,43,87707,仁恒置地集团下属上海仁恒房地产有限公司,31.2346,121.573,{丁香路1599弄},5011000017980,0.282278535473
上尚缘,松江大学城,松江大学城,6,0.88,板楼,960,83,40,28093,上海中欣长远房地产开发有限公司,31.0497,121.19,{文翔路3588弄},5011000014840,0.300973889217
程家桥路221弄,金虹桥,金虹桥,22,1.8,Null,36,4,30,21748,长宁开发,31.1923,121.38,{程家桥路221弄},5011000008207,0.282324618004
恒盛苑,金虹桥,金虹桥,12,2.9,Null,615,23,40,67447,上海隆升建设发展有限公司,31.1968,121.414,{姚虹路299弄},5011000017600,0.369019383332
凤阳路724弄,南京西路,南京西路,28,0,Null,13,3,0,106871,暂无信息,31.2375,121.469,{凤阳路724弄},5011000005688,0.28228050624
魏玛原墅（公寓）,安亭,安亭,7,0,Null,112,7,0,21870,上海国际汽车城物业管理有限公司,31.2766,121.185,"{北安德路255弄,北安德路355弄}",5011000005020,0.282303461663
国年路65弄,五角场,五角场,31,0.9,Null,467,22,40,52815,大华集团,31.2971,121.516,{国年路65弄},5011000008266,0.282285487188
逸公馆（商住）,新华路,长宁新华路,Null,0,Null,0,1,0,Null,暂无信息,0,0,{江苏路736号},5011000018856,Null
安化路220号,中山公园,中山公园,Null,0,Null,3,2,0,36498,暂无信息,31.2216,121.434,{安化路220号},5011000006415,0.282245297527
许昌路1265弄,周家嘴路,周家嘴路,36,0,Null,30,3,0,39814,暂无信息,31.2736,121.523,{许昌路1265弄},5011102208781,0.282270150518
瑞南新苑,打浦桥,打浦桥,17,2.5,Null,803,7,45,73786,上海瑞南置业有限公司,31.206,121.475,{瑞金南路185弄},5011000018340,0.383910855401
陕西南路550弄,建国西路,建国西路,86,2.8,Null,50,5,14,100633,暂无信息,31.214,121.468,{陕西南路550弄},5011000007057,0.282267911254
广中路482号,凉城,凉城,Null,2,Null,14,2,35,34531,上海虹房集团,31.2856,121.476,{广中路482号},5011102209251,0.2823061766
斜土路262弄,五里桥,五里桥,31,1.2,Null,155,7,5,69047,暂无信息,31.2111,121.487,{斜土路262弄},5011000008547,0.282262044844
南京西路1522弄,南京西路,南京西路,92,1.9,Null,33,36,28,152182,江华房地产开发有限公司,31.2313,121.455,{南京西路1522弄2-70号},5011000009300,0.282272099629
